id_pagamento,id_contrato,numero_parcela,data_vencimento,data_pagamento,valor_parcela,valor_pago,forma_pagamento,indicador_contemplado,dias_atraso,pagamento_em_dia,percentual_pago,nome_assessoria,data_envio_assessoria,dias_em_atraso_inicial,valor_inadimplente_inicial,status_cobranca,score_interno_risco,regiao_cliente
PAG_0013494,CONTR_2026_00184,12,2026-02-11,2026-02-09,600,600.0,Débito Automático,Sim,-2.0,True,1.0,Acerta Crédito Integrado,2026-04-10,113,18030.38,Em Aberto,15.0,Sudeste
PAG_0013495,CONTR_2026_09476,34,2025-12-15,,600,0.0,Pix,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-02-18,134,3234.26,Acordo Firmado,77.0,Centro-Oeste
PAG_0013496,CONTR_2026_02847,42,2026-02-19,,1200,0.0,Boleto,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-04-25,100,6090.98,Acordo Firmado,61.0,Nordeste
PAG_0013497,CONTR_2026_09625,9,2026-01-06,,600,0.0,Débito Automático,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-02-23,78,10542.02,Ajuizado,8.0,Nordeste
PAG_0013498,CONTR_2026_09989,8,2025-08-17,,600,0.0,Pix,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-03-21,54,3858.86,Em Aberto,88.0,Sul
PAG_0013499,CONTR_2026_04723,22,2025-02-28,2025-03-06,450,459.89,Pix,Não,6.0,False,1.0219777777777777,Fênix Recuperação de Crédito,2026-02-24,102,2452.99,Acordo Firmado,2.0,Nordeste
PAG_0013500,CONTR_2026_00783,47,2025-08-26,2025-12-14,600,633.78,Boleto,Não,110.0,False,1.0563,Vértice Asset & Cobrança,2026-01-28,127,18442.15,Em Aberto,97.0,Nordeste
PAG_0013501,CONTR_2026_01508,59,2025-08-01,2025-07-30,450,450.0,Débito Automático,Não,-2.0,True,1.0,Nexus Mediação Financeira,2026-02-01,71,18595.88,Acordo Firmado,95.0,Sudeste
PAG_0013502,CONTR_2026_05856,9,2025-07-13,2025-07-10,1200,1200.0,Boleto,Não,-3.0,True,1.0,Acerta Crédito Integrado,2026-04-23,103,1802.85,Acordo Firmado,89.0,Nordeste
PAG_0013503,CONTR_2026_07539,38,2025-12-10,,600,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-09,101,12306.19,Acordo Firmado,100.0,Sudeste
PAG_0013504,CONTR_2026_00677,24,2025-09-15,2025-09-12,450,450.0,Pix,Não,-3.0,True,1.0,Fênix Recuperação de Crédito,2026-04-04,34,4545.09,Insucesso,56.0,Sul
PAG_0013505,CONTR_2026_07251,12,2025-01-28,2025-01-28,1200,1200.0,Boleto,Não,0.0,True,1.0,Acerta Crédito Integrado,2026-02-24,109,9711.63,Ajuizado,4.0,Nordeste
PAG_0013506,CONTR_2026_07814,12,2025-05-26,,850,0.0,Boleto,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-04,102,223368.0,Acordo Firmado,10.0,Nordeste
PAG_0013507,CONTR_2026_04091,53,2026-03-14,2026-04-02,450,461.82,Débito Automático,Não,19.0,False,1.0262666666666667,Acerta Crédito Integrado,2026-02-07,118,4990.83,Acordo Firmado,86.0,Nordeste
PAG_0013508,CONTR_2026_05724,46,2026-01-15,,1200,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-21,97,7235.94,Ajuizado,62.0,Sudeste
PAG_0013509,CONTR_2026_09553,55,2026-02-14,2026-02-12,850,850.0,Boleto,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-02-05,67,524324.0,Acordo Firmado,12.0,Nordeste
PAG_0013510,CONTR_2026_02687,18,2025-01-09,,600,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-03-09,81,7947.25,Ajuizado,88.0,Nordeste
PAG_0013511,CONTR_2026_08383,17,2026-01-05,2026-02-10,600,619.13,Boleto,Não,36.0,False,1.0318833333333333,Nexus Mediação Financeira,2026-03-04,155,3224.58,Acordo Firmado,65.0,Sul
PAG_0013512,CONTR_2026_09035,40,2025-02-08,2025-02-07,600,600.0,Pix,Sim,-1.0,True,1.0,Vértice Asset & Cobrança,2026-03-29,34,6661.98,Em Aberto,57.0,Sudeste
PAG_0013513,CONTR_2026_08527,37,2025-11-27,2025-11-27,1500,1500.0,Débito Automático,Não,0.0,True,1.0,Vértice Asset & Cobrança,2026-04-07,109,2390.93,Acordo Firmado,14.0,Nordeste
PAG_0013514,CONTR_2026_07690,31,2025-09-04,2025-09-06,450,459.3,Boleto,Não,2.0,False,1.0206666666666666,Acerta Crédito Integrado,2026-03-29,87,5628.94,Em Aberto,96.0,Nordeste
PAG_0013515,CONTR_2026_01111,9,2025-06-30,2025-06-30,450,450.0,Pix,Não,0.0,True,1.0,Acerta Crédito Integrado,2026-04-21,78,3114.19,Acordo Firmado,23.0,Nordeste
PAG_0013516,CONTR_2026_00579,39,2025-08-17,,850,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-02-13,100,6162.06,Insucesso,34.0,Sul
PAG_0013517,CONTR_2026_00062,32,2026-01-25,2026-01-23,1500,1500.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-04-07,47,23364.28,Ajuizado,62.0,Nordeste
PAG_0013518,CONTR_2026_00387,52,2025-10-20,,450,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-03-13,59,534647.0,Em Aberto,56.0,Sul
PAG_0013519,CONTR_2026_09362,37,2025-05-01,2025-06-29,1500,1559.21,Boleto,Sim,59.0,False,1.0394733333333332,Acerta Crédito Integrado,2026-02-07,89,2172.63,Em Aberto,33.0,Sudeste
PAG_0013520,CONTR_2026_02201,19,2026-01-08,2026-01-03,450,450.0,Boleto,Sim,-5.0,True,1.0,Vértice Asset & Cobrança ,2026-02-27,77,1031411.0,Acordo Firmado,11.0,Sudeste
PAG_0013521,CONTR_2026_01684,53,2025-08-11,2025-09-18,1200,1239.05,Pix,Não,38.0,False,1.0325416666666667,Acerta Crédito Integrado,2026-03-29,56,14493.33,Acordo Firmado,30.0,Sul
PAG_0013522,CONTR_2026_06322,42,2025-07-19,,450,0.0,Débito Automático,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-04-01,84,8702.41,Acordo Firmado,6.0,Norte
PAG_0013523,CONTR_2026_08057,36,2025-06-24,2025-06-29,450,459.74,Pix,Não,5.0,False,1.0216444444444444,Vértice Asset & Cobrança,2026-01-13,86,10973.8,Ajuizado,46.0,Nordeste
PAG_0013524,CONTR_2026_08679,3,2025-03-25,2025-03-22,600,600.0,Débito Automático,Não,-3.0,True,1.0,Nexus Mediação Financeira,2026-04-19,86,12963.1,Insucesso,10.0,Sudeste
PAG_0013525,CONTR_2026_07415,24,2025-05-01,2025-04-29,850,850.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-01-11,128,7137.43,Acordo Firmado,51.0,Nordeste
PAG_0013526,CONTR_2026_06644,36,2025-02-16,2025-02-12,450,450.0,Pix,Não,-4.0,True,1.0,Acerta Crédito Integrado,2026-02-11,69,13583.29,Acordo Firmado,58.0,Nordeste
PAG_0013527,CONTR_2026_08733,26,2025-07-23,,600,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-10,77,8230.37,Acordo Firmado,2.0,Nordeste
PAG_0013528,CONTR_2026_05632,20,2025-12-18,2025-12-18,600,600.0,Pix,Não,0.0,True,1.0,Nexus Mediação Financeira,2026-02-26,115,9227.62,Acordo Firmado,21.0,Sudeste
PAG_0013529,CONTR_2026_07946,14,2025-02-23,2025-05-31,600,631.21,Pix,Não,97.0,False,1.0520166666666668,Fênix Recuperação de Crédito,2026-02-26,72,7722.8,Insucesso,83.0,Nordeste
PAG_0013530,CONTR_2026_07727,59,2025-02-17,2025-02-21,450,459.59,Pix,Não,4.0,False,1.021311111111111,Fênix Recuperação de Crédito,2026-01-21,56,13103.34,Em Aberto,69.0,Norte
PAG_0013531,CONTR_2026_05170,32,2025-10-29,2025-10-29,850,850.0,Pix,Sim,0.0,True,1.0,Acerta Crédito Integrado,2026-01-17,89,2740.82,Em Aberto,28.0,Norte
PAG_0013532,CONTR_2026_09431,8,2026-02-23,2026-02-21,1500,1500.0,Pix,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-01-15,95,10629.97,Insucesso,58.0,Nordeste
PAG_0013533,CONTR_2026_09183,53,2025-02-25,2025-02-21,600,600.0,Débito Automático,Sim,-4.0,True,1.0,Fênix Recuperação de Crédito,2026-01-15,98,8972.29,Em Aberto,29.0,Sudeste
PAG_0013534,CONTR_2026_06788,37,2025-09-21,2025-09-21,450,450.0,Débito Automático,Não,0.0,True,1.0,Acerta Crédito Integrado,2026-02-10,90,316027.0,Em Aberto,59.0,Sudeste
PAG_0013535,CONTR_2026_04468,37,2026-01-29,2026-02-28,450,463.46,Pix,Não,30.0,False,1.029911111111111,Fênix Recuperação de Crédito,2026-04-01,20,10690.71,Em Aberto,26.0,Sudeste
PAG_0013536,CONTR_2026_05233,11,2025-07-12,2025-10-19,1200,1263.2,Boleto,Não,99.0,False,1.0526666666666666,Acerta Crédito Integrado,2026-03-10,166,7687.05,Em Aberto,95.0,Sul
PAG_0013537,CONTR_2026_08131,6,2025-03-13,2025-03-11,600,600.0,Débito Automático,Não,-2.0,True,1.0,Acerta Crédito Integrado,2026-01-17,93,1999.27,Em Aberto,59.0,Sudeste
PAG_0013538,CONTR_2026_06197,37,2025-10-30,2025-10-29,450,450.0,Débito Automático,Não,-1.0,True,1.0,Fênix Recuperação de Crédito,2026-04-29,53,3329.4,Acordo Firmado,67.0,Sul
PAG_0013539,CONTR_2026_03908,32,2026-01-06,,600,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-09,76,3994.73,Em Aberto,20.0,Sul
PAG_0013540,CONTR_2026_04289,33,2025-06-21,2025-06-23,600,612.4,Boleto,Não,2.0,False,1.0206666666666666,Vértice Asset & Cobrança,2026-04-26,114,4459.67,Em Aberto,93.0,Nordeste
PAG_0013541,CONTR_2026_06735,46,2026-02-20,2026-06-15,1200,1269.54,Débito Automático,Sim,115.0,False,1.05795,Fênix Recuperação de Crédito,2026-04-21,133,2585.06,Acordo Firmado,73.0,Sul
PAG_0013542,CONTR_2026_01081,17,2025-09-29,2025-09-29,1500,1500.0,Débito Automático,Não,0.0,True,1.0,Acerta Crédito Integrado,2026-01-08,94,12798.75,Ajuizado,74.0,Sudeste
PAG_0013543,CONTR_2026_06241,54,2025-04-11,,450,0.0,Boleto,Não,0.0,True,0.0,fênix recuperação de crédito,2026-01-09,129,10635.19,Ajuizado,89.0,Norte
PAG_0013544,CONTR_2026_00198,34,2026-02-21,2026-02-17,600,600.0,Boleto,Sim,-4.0,True,1.0,Acerta Crédito Integrado,2026-04-21,111,363983.0,Acordo Firmado,12.0,Nordeste
PAG_0013545,CONTR_2026_07815,35,2025-06-03,2025-09-13,1500,1580.49,Pix,Não,102.0,False,1.05366,Fênix Recuperação de Crédito,2026-01-10,85,3878.94,Insucesso,47.0,Norte
PAG_0013546,CONTR_2026_07852,38,2026-01-08,,1200,0.0,Boleto,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-04-25,58,5862.02,Em Aberto,76.0,Sudeste
PAG_0013547,CONTR_2026_09791,50,2025-06-27,2025-06-22,1200,1200.0,Boleto,Sim,-5.0,True,1.0,Vértice Asset & Cobrança,2026-04-29,39,1669.85,Em Aberto,30.0,Nordeste
PAG_0013548,CONTR_2026_01601,22,2026-02-10,2026-02-09,850,850.0,Boleto,Sim,-1.0,True,1.0,Fênix Recuperação de Crédito,2026-02-19,82,4414.22,Acordo Firmado,4.0,Sudeste
PAG_0013549,CONTR_2026_07463,44,2026-02-22,,850,0.0,Boleto,Sim,0.0,True,0.0,fênix recuperação de crédito,2026-02-20,72,4706.41,Em Aberto,92.0,Norte
PAG_0013550,CONTR_2026_06867,38,2025-04-02,2025-03-30,450,450.0,Débito Automático,Não,-3.0,True,1.0,Vértice Asset & Cobrança,2026-02-17,109,4826.68,Acordo Firmado,53.0,Nordeste
PAG_0013551,CONTR_2026_03693,2,2025-02-14,,850,0.0,Boleto,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-02-06,118,4479.58,Em Aberto,12.0,Norte
PAG_0013552,CONTR_2026_08876,58,2025-05-28,,600,0.0,Boleto,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-01-05,87,5679.43,Em Aberto,13.0,Sudeste
PAG_0013553,CONTR_2026_03084,32,2025-05-15,2025-05-10,450,450.0,Débito Automático,Não,-5.0,True,1.0,Nexus Mediação Financeira,2026-02-14,94,10356.02,Insucesso,45.0,Sudeste
PAG_0013554,CONTR_2026_03990,50,2025-09-05,,450,0.0,Débito Automático,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-04-30,86,528564.0,Acordo Firmado,56.0,Sudeste
PAG_0013555,CONTR_2026_00333,23,2025-07-10,,450,0.0,Débito Automático,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-07,51,11645.97,Em Aberto,8.0,Sul
PAG_0013556,CONTR_2026_09964,13,2025-09-30,2025-09-29,850,850.0,Pix,Não,-1.0,True,1.0,Nexus Mediação Financeira,2026-02-15,130,11867.25,Em Aberto,27.0,Nordeste
PAG_0013557,CONTR_2026_06107,28,2025-07-02,,850,0.0,Pix,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-03-07,109,11745.99,Acordo Firmado,92.0,Nordeste
PAG_0013558,CONTR_2026_07334,16,2025-08-07,2025-08-15,450,460.19,Boleto,Não,8.0,False,1.0226444444444445,Nexus Mediação Financeira,2026-03-05,76,2605.29,Acordo Firmado,80.0,Nordeste
PAG_0013559,CONTR_2026_06656,60,2025-12-01,2025-12-02,850,867.28,Boleto,Não,1.0,False,1.020329411764706,Vértice Asset & Cobrança,2026-02-19,101,1439.07,Acordo Firmado,25.0,Sul
PAG_0013560,CONTR_2026_05309,13,2025-04-29,2025-07-13,1200,1253.7,Boleto,Não,75.0,False,1.04475,Acerta Crédito Integrado,2026-02-15,67,1292.31,Acordo Firmado,18.0,Sul
PAG_0013561,CONTR_2026_04201,57,2025-12-30,2026-02-03,450,464.2,Pix,Não,35.0,False,1.0315555555555556,Acerta Crédito Integrado,2026-03-22,138,9073.02,Em Aberto,58.0,Nordeste
PAG_0013562,CONTR_2026_02722,49,2025-01-14,,600,0.0,Boleto,Não,0.0,True,0.0,Acerta Crédito Integrado,2026-04-19,103,3639.13,Acordo Firmado,3.0,Norte
PAG_0013563,CONTR_2026_08999,24,2025-01-16,,600,0.0,Boleto,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-03-17,61,2603.53,Em Aberto,41.0,Nordeste
PAG_0013564,CONTR_2026_01065,4,2025-03-18,2025-03-13,600,600.0,Débito Automático,Não,-5.0,True,1.0,Vértice Asset & Cobrança,2026-02-14,130,2298.33,Acordo Firmado,15.0,Norte
PAG_0013565,CONTR_2026_09081,38,2025-08-05,2025-08-05,850,850.0,Pix,Não,0.0,True,1.0,Vértice Asset & Cobrança,2026-03-14,83,11647.27,Ajuizado,14.0,Nordeste
PAG_0013566,CONTR_2026_06821,32,2025-02-04,2025-02-05,850,867.28,Débito Automático,Não,1.0,False,1.020329411764706,Vértice Asset & Cobrança,2026-03-29,131,4271.04,Em Aberto,17.0,Nordeste
PAG_0013567,CONTR_2026_08513,46,2025-01-15,,850,0.0,Pix,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-01-13,113,5004.75,Insucesso,10.0,Nordeste
PAG_0013568,CONTR_2026_03958,51,2026-03-17,,450,0.0,Débito Automático,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-06,67,4423.53,Ajuizado,98.0,Sul
PAG_0013569,CONTR_2026_02383,45,2025-11-22,2025-11-20,1200,1200.0,Pix,Não,-2.0,True,1.0,fênix recuperação de crédito,2026-02-17,25,1670.11,Insucesso,35.0,Sudeste
PAG_0013570,CONTR_2026_03232,26,2025-01-20,2025-02-10,1500,1540.4,Pix,Não,21.0,False,1.0269333333333335,Nexus Mediação Financeira,2026-04-27,52,1523.62,Acordo Firmado,20.0,Sudeste
PAG_0013571,CONTR_2026_07009,43,2025-07-03,,450,0.0,Débito Automático,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-15,152,6712.78,Acordo Firmado,68.0,Sul
PAG_0013572,CONTR_2026_01501,15,2025-06-27,2025-07-13,1500,1537.92,Boleto,Não,16.0,False,1.02528,Nexus Mediação Financeira,2026-02-15,61,11828.57,Em Aberto,47.0,Nordeste
PAG_0013573,CONTR_2026_01569,16,2025-08-04,2025-08-02,450,450.0,Boleto,Não,-2.0,True,1.0,Nexus Mediação Financeira,2026-04-24,127,5645.38,Acordo Firmado,1.0,Sudeste
PAG_0013574,CONTR_2026_05893,1,2026-01-17,,1500,0.0,Pix,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-23,82,13100.52,Em Aberto,92.0,Sul
PAG_0013575,CONTR_2026_03282,28,2025-08-11,,600,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-21,92,4299.72,Em Aberto,58.0,Sudeste
PAG_0013576,CONTR_2026_09712,17,2025-10-16,2025-10-12,600,600.0,Boleto,Não,-4.0,True,1.0,Acerta Crédito Integrado,2026-03-18,131,5941.41,Em Aberto,35.0,Sudeste
PAG_0013577,CONTR_2026_04090,16,2025-12-01,2025-12-21,600,615.96,Débito Automático,Não,20.0,False,1.0266,Fênix Recuperação de Crédito,2026-03-30,77,1670.66,Em Aberto,53.0,Nordeste
PAG_0013578,CONTR_2026_01866,31,2025-01-28,,450,0.0,Débito Automático,Não,0.0,True,0.0,fênix recuperação de crédito,2026-01-09,92,5369.57,Acordo Firmado,99.0,Sudeste
PAG_0013579,CONTR_2026_09598,60,2025-01-12,,600,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-02-14,100,20811.95,Acordo Firmado,53.0,Sudeste
PAG_0013580,CONTR_2026_05601,37,2025-11-03,2025-10-31,1500,1500.0,Débito Automático,Não,-3.0,True,1.0,Vértice Asset & Cobrança,2026-04-15,81,2159.43,Em Aberto,15.0,Sudeste
PAG_0013581,CONTR_2026_06056,16,2025-05-20,,450,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-06,156,2820.37,Ajuizado,5.0,Sudeste
PAG_0013582,CONTR_2026_00005,46,2026-01-22,2026-01-22,600,600.0,Pix,Não,0.0,True,1.0,Fênix Recuperação de Crédito,2026-02-06,52,470091.0,Acordo Firmado,30.0,Sudeste
PAG_0013583,CONTR_2026_07960,4,2025-07-19,2025-07-19,450,450.0,Boleto,Não,0.0,True,1.0,Fênix Recuperação de Crédito,2026-02-06,106,11619.05,Em Aberto,68.0,Norte
PAG_0013584,CONTR_2026_01169,43,2025-07-18,,600,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-01-18,53,10961.13,Acordo Firmado,78.0,Nordeste
PAG_0013585,CONTR_2026_02399,24,2025-03-18,,1200,0.0,Débito Automático,Sim,0.0,True,0.0,Nexus Mediação Financeira,2026-01-28,66,3452.02,Em Aberto,25.0,Nordeste
PAG_0013586,CONTR_2026_02631,27,2026-01-04,,600,0.0,Boleto,Sim,0.0,True,0.0,Nexus Mediação Financeira,2026-03-28,68,5199.83,Em Aberto,14.0,Centro-Oeste
PAG_0013587,CONTR_2026_06609,35,2026-01-22,2026-01-29,600,613.39,Pix,Não,7.0,False,1.0223166666666665,fênix recuperação de crédito,2026-04-04,136,10043.87,Ajuizado,77.0,Sudeste
PAG_0013588,CONTR_2026_00348,51,2025-07-07,2025-07-29,450,462.27,Débito Automático,Não,22.0,False,1.0272666666666666,Fênix Recuperação de Crédito,2026-02-20,78,6186.93,Acordo Firmado,32.0,Sul
PAG_0013589,CONTR_2026_05862,34,2025-07-13,2025-08-23,850,878.5,Pix,Não,41.0,False,1.0335294117647058,Nexus Mediação Financeira,2026-01-24,73,7822.79,Em Aberto,35.0,Nordeste
PAG_0013590,CONTR_2026_03343,57,2025-05-05,2025-04-30,850,850.0,Pix,Sim,-5.0,True,1.0,Nexus Mediação Financeira,2026-01-05,98,1772.2,Em Aberto,17.0,Sul
PAG_0013591,CONTR_2026_06501,21,2025-11-06,2025-11-06,600,600.0,Boleto,Não,0.0,True,1.0,Fênix Recuperação de Crédito,2026-04-29,110,1632.01,Insucesso,20.0,Sul
PAG_0013592,CONTR_2026_02575,45,2025-10-15,,850,0.0,Boleto,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-03-06,81,1953.44,Acordo Firmado,38.0,Nordeste
PAG_0013593,CONTR_2026_03826,13,2025-03-13,2025-03-08,1500,1500.0,Débito Automático,Não,-5.0,True,1.0,Fênix Recuperação de Crédito,2026-03-29,72,1829.06,Acordo Firmado,5.0,Nordeste
PAG_0013594,CONTR_2026_04594,9,2025-05-07,,1200,0.0,Pix,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-04-24,104,9868.86,Em Aberto,1.0,Sudeste
PAG_0013595,CONTR_2026_05273,7,2025-08-07,2025-08-02,450,450.0,Débito Automático,Não,-5.0,True,1.0,Vértice Asset & Cobrança,2026-01-27,57,8655.68,Insucesso,54.0,Sudeste
PAG_0013596,CONTR_2026_08245,56,2025-08-03,2025-08-02,450,450.0,Boleto,Não,-1.0,True,1.0,Vértice Asset & Cobrança,2026-02-18,106,24911.21,Insucesso,64.0,Sudeste
PAG_0013597,CONTR_2026_00149,44,2025-11-23,,450,0.0,Pix,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-03-21,94,1889.07,Insucesso,77.0,Sudeste
PAG_0013598,CONTR_2026_08695,29,2025-04-13,2025-06-13,450,468.06,Pix,Não,61.0,False,1.0401333333333334,Nexus Mediação Financeira,2026-03-02,125,5659.1,Em Aberto,20.0,Sul
PAG_0013599,CONTR_2026_00870,23,2025-10-12,2025-10-12,450,450.0,Pix,Não,0.0,True,1.0,fênix recuperação de crédito,2026-04-11,71,2944.18,Ajuizado,76.0,Sul
PAG_0013600,CONTR_2026_03522,53,2025-04-08,2025-04-22,1500,1536.93,Boleto,Não,14.0,False,1.02462,Vértice Asset & Cobrança,2026-03-08,89,1438.44,Em Aberto,5.0,Nordeste
PAG_0013601,CONTR_2026_03872,48,2026-01-16,,450,0.0,Boleto,Sim,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-24,92,4219.21,Em Aberto,85.0,Nordeste
PAG_0013602,CONTR_2026_01301,18,2025-01-17,2025-01-12,600,600.0,Débito Automático,Não,-5.0,True,1.0,Fênix Recuperação de Crédito,2026-04-16,119,10918.7,Em Aberto,43.0,Nordeste
PAG_0013603,CONTR_2026_07596,24,2025-01-15,2025-01-13,450,450.0,Pix,Não,-2.0,True,1.0,Vértice Asset & Cobrança ,2026-02-03,103,3942.35,Acordo Firmado,49.0,Sudeste
PAG_0013604,CONTR_2026_04834,48,2025-04-24,2025-04-23,450,450.0,Boleto,Sim,-1.0,True,1.0,Fênix Recuperação de Crédito,2026-01-14,66,2497.12,Em Aberto,80.0,Nordeste
PAG_0013605,CONTR_2026_06671,5,2025-03-25,,600,0.0,Boleto,Não,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-01,77,2844.24,Em Aberto,77.0,Sudeste
PAG_0013606,CONTR_2026_02452,24,2025-08-22,2025-08-18,600,600.0,Boleto,Não,-4.0,True,1.0,Vértice Asset & Cobrança ,2026-01-14,80,7498.0,Ajuizado,42.0,Sudeste
PAG_0013607,CONTR_2026_04386,21,2025-02-05,2025-02-05,850,850.0,Boleto,Não,0.0,True,1.0,Nexus Mediação Financeira,2026-03-13,95,4032.1,Ajuizado,62.0,Norte
PAG_0013608,CONTR_2026_08531,44,2025-07-04,2025-07-30,1200,1234.3,Pix,Não,26.0,False,1.0285833333333334,fênix recuperação de crédito,2026-02-03,36,3455.26,Ajuizado,50.0,Sudeste
PAG_0013609,CONTR_2026_02825,29,2025-01-22,2025-02-25,850,876.54,Boleto,Não,34.0,False,1.0312235294117647,Vértice Asset & Cobrança,2026-04-23,100,6135.45,Ajuizado,88.0,Nordeste
PAG_0013610,CONTR_2026_06855,33,2025-02-09,2025-05-12,600,630.22,Boleto,Não,92.0,False,1.0503666666666667,Fênix Recuperação de Crédito,2026-02-03,65,6114.75,Em Aberto,11.0,Nordeste
PAG_0013611,CONTR_2026_09886,10,2025-03-08,2025-03-03,600,600.0,Pix,Sim,-5.0,True,1.0,Nexus Mediação Financeira,2026-02-28,89,1299.91,Em Aberto,66.0,Nordeste
PAG_0013612,CONTR_2026_05965,41,2025-11-22,2025-11-18,850,850.0,Débito Automático,Não,-4.0,True,1.0,Vértice Asset & Cobrança,2026-01-13,93,10901.66,Em Aberto,84.0,Nordeste
PAG_0013613,CONTR_2026_00987,21,2026-03-26,2026-03-23,600,600.0,Boleto,Não,-3.0,True,1.0,Nexus Mediação Financeira,2026-03-05,101,19794.56,Em Aberto,80.0,Sudeste
PAG_0013614,CONTR_2026_08172,18,2025-04-14,,600,0.0,Pix,Sim,0.0,True,0.0,Acerta Crédito Integrado,2026-04-21,84,4057.3,Em Aberto,84.0,Sudeste
PAG_0013615,CONTR_2026_03491,30,2025-08-29,2025-08-28,850,850.0,Pix,Não,-1.0,True,1.0,Fênix Recuperação de Crédito,2026-01-13,58,7948.77,Acordo Firmado,67.0,Nordeste
PAG_0013616,CONTR_2026_08077,36,2025-07-21,2025-08-04,450,461.08,Pix,Não,14.0,False,1.024622222222222,Nexus Mediação Financeira,2026-03-08,54,2733.76,Ajuizado,42.0,Sul
PAG_0013617,CONTR_2026_03768,33,2025-12-05,,450,0.0,Boleto,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-28,72,948344.0,Em Aberto,88.0,Nordeste
PAG_0013618,CONTR_2026_02007,52,2025-05-07,2025-05-05,600,600.0,Boleto,Não,-2.0,True,1.0,Vértice Asset & Cobrança,2026-04-23,154,5315.19,Em Aberto,36.0,Sudeste
PAG_0013619,CONTR_2026_07926,13,2025-06-15,,600,0.0,Pix,Sim,0.0,True,0.0,Vértice Asset & Cobrança,2026-01-19,77,127933.0,Acordo Firmado,53.0,Nordeste
PAG_0013620,CONTR_2026_03108,5,2025-10-14,2025-10-12,600,600.0,Débito Automático,Não,-2.0,True,1.0,Fênix Recuperação de Crédito,2026-04-20,79,1931.66,Em Aberto,33.0,Sudeste
PAG_0013621,CONTR_2026_04469,50,2025-08-02,2025-09-10,450,464.79,Boleto,Não,39.0,False,1.0328666666666668,fênix recuperação de crédito,2026-01-21,121,4583.25,Acordo Firmado,80.0,Centro-Oeste
PAG_0013622,CONTR_2026_03331,6,2025-09-27,,600,0.0,Boleto,Não,0.0,True,0.0,Nexus Mediação Financeira,2026-04-17,101,21509.12,Ajuizado,89.0,Sudeste
PAG_0013623,CONTR_2026_08723,20,2025-04-09,2025-04-06,850,850.0,Boleto,Sim,-3.0,True,1.0,Fênix Recuperação de Crédito,2026-01-14,152,6516.73,Em Aberto,85.0,Centro-Oeste
PAG_0013624,CONTR_2026_00924,37,2025-01-08,2025-01-03,450,450.0,Boleto,Não,-5.0,True,1.0,Acerta Crédito Integrado,2026-02-20,85,345916.0,Em Aberto,37.0,Centro-Oeste
PAG_0013625,CONTR_2026_06248,12,2026-02-27,2026-02-22,1200,1200.0,Boleto,Sim,-5.0,True,1.0,Acerta Crédito Integrado,2026-02-11,94,8743.53,Insucesso,81.0,Nordeste
PAG_0013626,CONTR_2026_08433,12,2025-02-01,,600,0.0,Pix,Não,0.0,True,0.0,Fênix Recuperação de Crédito,2026-02-10,104,3226.13,Em Aberto,51.0,Sudeste
